,ex1,ex2,ex3,ex4,ex5,ex6,ex7,ex8,ex9,ex10,ex11,exam_max
370,100,80.32,92.57,100,100,97.08,96.88,93.56,90.42,100,0,84
371,100,100,91,96.89,100,94.22,88.96,87.67,98.89,100,97.20,86
372,100,98,70.89,98,98.52,91.25,93.75,99.40,90,99,0,76
373,100,98.61,78.67,28.75,94,94.69,96.46,75.02,68.33,100,63.82,78
374,100,87.07,78.39,92.07,100,94.69,60.67,85.30,91.97,100,97.20,79
375,100,95,87.74,86.67,100,88.76,95.31,92.92,91.93,100,94.40,96
376,100,99.47,100,100,96.67,99.70,96.88,100,90,100,100,100
377,100,100,97.20,98,100,99.18,86.56,87.88,86.68,99,100,90
378,100,0,0,0,0,0,0,0,0,0,0,
379,100,97.50,100,100,100,99.70,95.83,82.64,94,95,100,81
380,100,100,93.50,95.78,88.67,79,75.62,81.40,74.33,100,100,87
381,100,0,0,0,0,0,0,0,0,0,0,
382,100,100,98.37,98.89,100,100,96.88,99.40,85.97,99,0,86
383,100,91.25,96.77,100,100,96.41,100,88.86,94,100,98.91,90
384,100,97.50,100,98.89,99.26,98.65,90.62,97.90,95.69,100,0,86
385,100,100,96.84,100,91.93,90.35,61.77,65.54,32.22,99,97.20,59
386,100,100,97.60,84.67,87.71,96.78,93.75,90.08,84,100,93.31,98
387,100,79.75,96.07,100,100,77.08,95.83,87.10,87.49,98,100,93
388,100,95.91,84.08,92.81,94.01,96.41,100,88.52,96,100,100,59
389,100,94.53,87.67,78.44,34.29,80.06,83.63,77.36,88.64,100,82.20,80
390,100,98,52.03,97.22,57.39,81.57,85.04,42.31,65.80,100,100,59
391,100,81.30,96.75,57.56,0,92.16,37.50,0,78.71,89,46.21,72
392,100,77.98,77.31,100,95.93,86.14,91.67,91.46,94.94,93,100,92
393,100,93.25,86.46,18,100,100,100,97.13,90.71,96,100,89
394,100,93.11,98.31,100,100,93,100,90.04,90.67,99,94.40,89
395,100,87.07,87.92,71.74,100,68.74,86.88,93.40,92,100,100,91
396,100,89.48,90.53,98,100,100,90.62,88.64,96,100,100,86
397,100,95.25,87.10,64.17,89.19,64.38,92.19,89.78,84,96,94.40,88
398,100,100,100,100,100,100,96.88,100,88,100,100,100
399,100,97.50,100,100,98,100,100,95.70,81.71,100,100,93
400,0,42.03,0,0,0,0,0,0,0,0,0,
401,100,99.25,98.50,98.89,100,100,100,98.58,90,100,100,97
402,70,90.56,91.53,98,90.86,98.05,88.96,88.26,98.26,100,100,89
403,100,100,82.42,0,99.26,100,75,90.76,81.75,100,70.91,80
404,100,95.25,97.39,100,100,100,90.62,93.48,83.97,95,98.91,87
405,100,100,98,100,100,81.15,96.88,10,94.60,100,100,59
406,100,100,97.06,98.52,100,97.93,81.85,88.08,83.42,98,100,86
407,100,100,93.25,75.19,100,79,92.50,83.94,76.66,100,59.80,89
408,100,100,98.99,100,92.33,99.70,100,87.94,88.64,95,97.20,98
409,100,98.47,93.81,98,100,97.31,93.75,95.52,87.03,100,96.11,83
410,100,100,99.60,100,100,100,100,100,28,100,100,88
411,100,64.59,0,84.15,45.34,74.82,90.42,45.44,66.42,100,0,
412,100,77.14,90.01,98,80.67,97.08,77.71,89.70,80.25,100,100,83
413,100,91.58,94.87,98,100,99.70,96.88,97.90,90,100,96.11,98
414,70,0,0,0,0,0,0,0,0,0,0,
415,100,95.25,100,100,100,100,100,87.26,86.73,100,100,83
416,100,31.61,86.08,79.56,94,81.79,90.62,64.87,84,100,91.60,84
417,100,98,97.60,100,100,100,92.71,94.84,94,100,100,92
418,100,95.25,97.42,100,100,98.05,85.94,99.70,78.59,100,100,90
419,0,14.68,8,0,89.02,95.68,38.54,0,0.75,99,30,
420,100,91.82,95.70,93.78,95.63,95.06,93.75,84.84,74.78,98,98.91,76
421,100,92.80,92.79,85.56,100,86.69,97.50,90.74,86,99,97.20,90
422,100,100,100,98,100,98.91,100,92.44,95.97,100,0,82
423,100,100,95.46,100,100,89.98,95.09,90.50,94.84,100,100,90
424,100,100,99.60,95.04,80,100,100,92.96,100,100,100,95
425,100,100,100,100,100,91.25,100,97.90,100,100,98.91,94
426,100,95.20,98.37,100,99.26,89.98,91.25,97.90,99.55,100,97.20,99
427,100,100,80.23,60.67,56.24,91.25,77.08,19,0,100,48,59
428,100,89.27,94.02,100,100,84.29,100,99.70,79.49,98,100,92
429,100,100,96.23,98.89,98.87,98.91,96.88,91.14,89.97,100,96.11,99
430,100,97.50,99.60,100,93.50,94.22,100,93.40,84,100,91.60,89
431,100,100,94.81,65.86,97.33,93.45,93.75,86.26,78.71,93,60,91
432,100,78.18,98.77,98.89,100,99.03,81.77,98.20,91,100,91.40,81
433,100,90.56,100,100,100,100,100,92.32,98,100,100,98
434,100,100,98.25,75.78,94.09,99.33,84.72,99.40,86.15,100,97.20,94
435,100,89.48,93.53,93.56,91.57,33.74,75,71.65,39.40,96,100,86
436,100,95.25,97.60,100,88.61,81.57,96.88,82.12,63.27,100,98.91,87
437,100,93.92,75.74,84.39,97.42,86.69,63.72,60.10,86.88,91,64.04,78
438,100,100,100,100,96.67,100,100,100,100,100,100,101
439,100,87.79,97.55,98.89,100,100,90.62,97.90,87.93,99,100,88
440,100,99.70,98.31,78.96,100,100,73.88,59.49,80.37,100,100,87
441,100,94.42,98.07,100,100,100,85.09,98.20,89.93,100,97.20,95
442,100,90.50,98.07,96.89,71.34,100,95.09,91.24,88,95,100,81
443,100,95.25,97.60,100,85.36,100,100,82.26,98,100,98.91,90
444,100,89.64,96.50,100,100,100,100,92.44,91.97,100,100,84
445,100,79.22,95.37,98.89,100,90.58,47.50,0,66.80,100,100,79
446,100,99.78,96.17,100,99.26,99.40,89.58,71.91,85.71,100,98.91,87
447,100,82.47,90.64,100,96.67,97.98,100,93.90,90,99,0,87
448,100,85.69,98.31,98.89,77.32,100,100,92.02,94.19,100,97.20,95
449,100,46.64,82.20,88.52,92.04,99.40,81.46,1.50,92.69,99,94.40,52
450,100,95.50,66.69,98,94,89.23,96.88,10,86.92,91,97.20,83
451,100,100,100,100,100,100,100,89.58,92,100,97.20,91
452,100,88.12,95.11,98.89,100,98.91,92.71,97.90,81.94,100,100,59
453,100,92.28,91.06,91.33,100,97.08,100,15.50,90,100,100,86
454,100,80.16,84.39,98.89,0,100,0,0,0,0,0,
455,100,92.20,83.40,75.41,69.79,99.10,100,95.20,95.97,100,64,89
456,100,100,92.64,100,93.46,88.70,100,92.58,93.38,97,100,90
457,100,95.17,93.09,84.63,0,99.40,100,0,0,0,0,
458,100,92.50,99.04,98,94.96,100,93.75,94.90,90,100,57,87
459,100,92.60,98,100,97.42,96.78,93.75,97.90,82.77,98,64.21,77
460,100,91.18,100,75.04,100,97.81,83.33,79,94,100,100,80
461,100,93.21,93.37,100,90.01,91.31,100,75.78,90,100,91.60,87
462,100,100,93.93,100,94,4.04,100,96.40,88.19,0,94.55,74
463,80,86.97,86.69,58.61,90,0,65.62,0,86,0,97,73
464,100,100,93.81,100,90.67,98.91,100,95.44,99.38,100,100,89
465,100,98.50,99.60,98,100,99.33,92.71,94.08,82.67,92,100,81
466,100,97.75,98,0,0,83.77,0,0,0,0,0,
467,100,83.85,94.09,72.67,100,97.98,100,89.56,98,100,94.20,87
468,100,100,91,75.87,59.69,82.56,93.75,84.07,90.46,90,96.11,81
469,100,88.42,94.94,100,100,100,96.88,75.58,90.55,100,97.20,89
470,0,0,90,0,0,92.41,68.30,20,0,0,0,
471,100,94.95,94.12,56,93.33,98.91,80,53.40,68.06,98,60,79
472,100,93.25,98.10,98.89,100,99.33,96.88,89.08,94,97,97.20,93
473,90,91.82,72.19,72.67,96.79,96.47,81.25,83.80,93.88,97,100,78
474,100,100,99.60,100,100,100,96.88,100,100,100,100,100
475,100,84.59,70.71,100,100,88.10,81.77,97.90,87.97,100,100,86
476,100,100,100,100,100,100,100,94.88,86,100,98.91,95
477,100,95.25,100,98,97.89,91.25,92.19,94.54,84,100,69.02,88
478,100,94.75,94.81,96.67,100,100,100,84.66,91.93,94,71.82,85
479,100,100,90.74,100,78.86,95.44,100,92.43,90,100,97.20,81
480,100,100,94.69,100,100,99.70,91.88,92.56,93.93,100,100,96
481,100,0,0,0,0,0,0,0,0,0,0,
482,100,94,94.45,100,100,98.91,96.88,94.81,84.06,100,100,93
483,100,100,97.09,92.44,82.48,100,100,93.90,86,100,98.91,82
484,100,95.38,97.20,100,100,98.65,100,93.16,82.67,100,0,84
485,100,100,100,79.11,95.33,97.31,92.50,80.54,92,100,100,94
486,100,100,92.79,100,98,100,100,98.88,82.66,100,100,86
487,100,98.47,90.95,46.25,90,99.33,86.88,56.45,0,98,47.51,86
488,100,89.48,99.60,96.89,100,99.10,100,97.86,97.48,100,97.20,85
489,61.67,0,0,0,0,0,0,0,0,0,0,
490,100,99.78,97.60,100,100,100,100,99.23,100,100,100,99
491,100,100,81.90,50.83,70.14,0,100,91.20,65.54,100,63.53,89
492,100,95.20,94.29,90.96,87,98.65,70,89.22,88.64,100,97.20,83
493,100,100,95.09,73.78,99.26,98.73,100,83.46,35.86,100,100,59
494,100,54.84,94.07,58.61,89.52,89.90,92.50,64.20,0,98,55.91,59
495,80,97.75,82.39,83.37,100,67.27,94.27,78.90,67.51,100,100,83
496,100,93.65,94.77,98.89,99.33,97.08,94.38,90.34,97.43,100,100,87
497,100,100,100,100,100,99.10,84.38,97.90,100,100,100,83
498,100,99.20,90.25,100,100,79.78,89.58,76.78,84,90,100,84
499,100,95.25,89.14,94.44,100,83.99,96.88,84.15,84.26,100,0,76
500,100,95.25,81.65,38.33,100,91.61,93.60,77.32,86.12,100,98.91,81
501,100,95.25,92.09,90.96,0,33.37,81.88,65.32,32.74,0,0,48
502,100,100,100,80.44,89.33,86.61,100,99.40,86.23,100,100,99
503,100,87.08,90.86,93.56,100,99.33,78.72,92.28,67.32,98,97.82,85
504,100,99.20,100,100,100,80.06,100,85.44,85.97,100,100,98
505,100,92.51,94.77,98.89,73.06,100,67.71,11.50,0,90,0,
506,100,100,90.03,91.56,66.79,89.90,100,93.90,90,98,100,96
507,100,93.66,99.60,96.89,100,28.15,100,76.40,100,100,97.20,90
508,100,93.11,98.07,100,100,100,100,99.44,98,99,100,86
509,100,100,98.77,100,100,100,96.88,93.38,87.97,100,100,86
510,100,95.25,95.20,0,96.79,100,100,98.20,100,100,100,94
511,100,96.83,90.27,84.17,100,80.49,90.62,83.82,88,95,100,86
512,100,85.40,91.23,58.94,87.12,99.33,83.57,68.98,81.09,100,70.11,59
513,100,100,98,100,100,100,100,97.90,92,100,97.20,82
514,100,100,93.09,86.67,98.67,100,79.55,100,95.93,100,100,92
515,100,91.11,88.31,83.56,79.70,99.40,85,63.37,87.71,100,100,76
516,100,96.17,99.60,98,100,98.46,96.88,97.20,98,100,97.20,96
517,100,96.17,97.60,100,100,94.60,93.75,74.15,95.97,99,100,96
518,100,94,98.99,100,100,99.40,100,94.90,96,100,100,96
519,100,81.18,87.49,6,96,94.34,92.71,90.20,84,96,100,85
520,100,90.28,100,100,100,100,90.62,89.50,90.97,100,100,91
521,100,88.80,84.81,89.85,60,56.31,0,0,0,0,0,38
522,100,95.25,88.49,98,100,100,91.67,97.90,100,100,100,93
523,100,92,41.04,100,82.29,87.66,100,30,45,99,100,59
524,100,100,92.02,0,90.59,77.36,78.75,0,59.79,100,42,74
525,100,98.75,98.37,100,97.42,96.78,92.81,97.90,97,100,98.91,94
526,100,96.13,98.50,100,0,99.40,0,0,0,0,0,
527,100,99.25,98.77,100,100,97.98,100,94.84,100,99,100,89
528,100,100,97.55,100,100,100,96.88,100,86,100,97.20,85
529,100,93.97,89.91,96.89,93.33,97.31,94.27,72.54,82.88,100,97.20,93
530,100,100,90,92.96,98.67,99.40,92.71,80.90,100,100,100,80
531,100,83.89,91.10,100,91.45,86.69,100,93.90,87,96,97.20,82
532,100,84.02,93.27,100,97.54,99.70,91.52,66.68,92,100,97.20,79
533,100,0,0,0,0,0,0,0,0,0,0,
534,100,90.78,95.92,100,99.26,99.70,100,93.34,96,93,0,59
535,100,100,95.24,98,100,100,95.83,90.92,87.97,100,97.20,94
536,100,88.02,98.50,100,100,100,100,100,100,100,90,99
537,100,91.93,96.81,98.89,96.13,97.08,100,99.70,92,100,0,93
538,100,97.25,100,100,100,99.03,96.88,100,87.97,100,97.20,100
539,100,94,96,100,100,100,96.88,82.90,86,100,100,78
540,100,92,100,100,100,100,100,100,98,100,100,96
541,100,91.82,97.09,100,77.18,81.82,100,93.90,84,100,100,82
542,100,96,100,100,100,100,95.83,99.70,100,100,100,100
543,100,75.62,86.32,100,61.52,90.35,90.62,67.12,84.66,98,62.80,82
544,100,91.16,95.46,100,100,99.40,100,87.32,90.97,100,100,84
545,100,95.10,89.46,96.61,82.24,100,100,87.86,63.60,100,97.20,78
546,100,86.66,80.95,87.26,61.17,0,54.59,7.17,0,0,0,
547,100,100,96.10,87.50,100,99.33,85,91.32,77.83,92,100,80
548,100,98.47,99.20,93.56,89.07,99.70,84.38,0,83.27,100,58.67,59
549,100,95.83,75.44,69.56,64.27,44.16,76.49,19,0,0,0,
550,100,90.78,86.13,82.74,100,98.31,96.88,83.40,83.40,100,97.20,87
551,100,90.56,94.48,100,98.87,97.98,96.43,100,100,96,100,94
552,100,100,90.94,85.28,59.33,87.66,85.21,27,36,100,100,76
553,100,93.17,97.19,86.67,0,88.70,98.96,10,93.38,98,97.20,89
554,91.67,97.50,88.16,84.67,96.10,97.98,100,97.90,90.62,100,100,98
555,100,100,98.31,100,100,98.73,89.38,97.86,83.97,100,100,88
556,100,100,79.80,96.89,94.09,99.40,85.45,95.40,77.92,90,48.82,
557,100,100,100,100,96.67,100,100,97.26,98,100,100,93
558,100,90.56,99.60,100,100,100,96.88,93.84,92,100,96.11,98
559,100,90.68,93.72,81.37,96.04,82.98,92.50,63.79,93.38,100,100,77
560,100,92,89.14,97.22,100,97.08,89.58,51.42,94,99,87.40,82
561,100,100,96.23,100,92.96,100,100,99,100,100,100,99
562,100,100,98.31,100,100,100,92.50,89.59,84,100,94.20,92
563,100,100,98.50,90.79,91.87,81.82,100,93.90,80.38,100,100,59
564,100,82.46,99.60,79.33,99.33,100,95.83,84.80,83.97,100,100,85
565,100,100,95.46,96.89,89.32,98.91,74.17,70.91,79.69,99,100,79
566,100,96,96.58,93.56,94.25,98.23,100,77.81,59.78,100,83.02,84
567,100,82.25,96.81,74.67,79.58,89.36,98.44,87.38,90.26,100,95.02,80
568,100,94.67,97.60,100,100,100,100,100,100,100,97.20,101
569,100,100,93.07,98,100,76.71,96.88,97.90,94,100,100,93
570,100,99.47,100,96.89,96.55,97.08,100,91.46,83.59,100,97.82,96
571,80,85.61,92.02,89.33,100,75.69,68.01,94.28,85.64,100,97,86
572,100,98.47,97.15,100,100,82.84,90.62,77.49,98,100,97.20,82
573,100,75.34,84.41,95.22,93.33,96.78,89.06,93.21,100,99,98.91,86
574,99.68,0,6,0,0,0,86.46,0,0,0,0,
575,50,83.74,92.72,100,94,99.10,100,93.40,0,100,60,59
576,20,0,0,0,0,0,0,0,0,0,0,
577,100,80.65,96.77,88,95.19,98.65,84.38,64.11,73.93,95,62.80,94
578,100,93.11,98.77,92.30,100,100,95.83,100,98,100,100,93
579,100,99.25,93.73,93.56,73.40,98.65,89.58,73.38,87.97,96,93.93,89
580,72.50,98.61,95.97,100,0,88.70,98.96,86.60,94,98,97.20,85
581,100,100,97.27,90.96,96.67,86.61,100,97.90,78.68,97,100,92
582,100,100,97.20,100,100,100,96.88,97.34,98,100,100,100
583,100,100,97.04,78.76,0,65.06,0,0,0,0,0,
584,100,100,89.88,100,100,99.70,100,99,98,100,100,100
585,100,100,93.41,88.43,99.33,97.27,96.88,81.46,86,100,60,80
586,91.67,79.86,0,0,0,0,23.33,0,0,0,0,
587,100,64.49,90.64,83.04,100,95.75,90.21,87.40,95.49,100,100,87
588,100,92.85,98,100,100,100,87.50,100,92,99,100,90
589,100,100,96.05,79.35,93.33,79.78,0,76.60,91,100,97.20,92
590,100,100,97.91,84.67,100,83.49,94.38,93.40,87.71,100,100,91
591,100,100,47.06,50.28,73.98,81.01,33.45,21.61,0,0,3.27,60
592,100,82.52,90.34,59.56,100,99.03,85.94,81.08,91.97,98,60,91
593,100,97.27,100,83.33,98.67,99.03,100,99.70,96,100,100,96
594,100,100,98.65,94.67,100,100,100,90.50,74.60,99,97.20,80
595,100,100,98.50,98,99.26,100,100,91.06,92,100,100,
596,100,78.90,91.90,98,94.09,98.91,93.75,97.34,83.93,100,97.20,95
597,100,100,93.29,100,100,98.65,100,0,98,100,100,98
598,100,79.22,100,98,100,100,94.38,97.90,90,100,100,83
599,100,100,92.24,98,96,86.98,100,92.92,77.49,97,100,98
600,100,52.82,98.80,90.81,97.33,81.83,93.75,85.20,61.86,100,100,89
601,100,93.11,91.45,94.89,91.99,100,94.38,93.54,72.67,99,100,79
602,100,90.56,98.31,100,100,100,98.96,93.52,100,100,100,97
603,100,100,96.37,100,98.53,100,88.02,76.43,91.97,100,100,93
604,100,89.16,100,100,100,99.70,96.88,99.40,90,100,100,100
605,100,99.25,98,100,98.67,99.70,87.50,91.50,83.71,100,100,100
606,100,95.25,97.55,42.50,96.29,85.66,90,81.90,75.76,100,100,84
607,100,100,91.62,86.17,0,0,77.50,70.92,17.33,96,98.91,81
608,100,98,93.37,84.67,100,96.47,80.83,80.02,99.97,97,60,84
609,100,93.86,98.37,98.89,0,0,87.50,0,94,99,97.20,81
610,100,86.17,89.83,79.52,0,0,0,0,0,0,0,
611,40,86.45,4,0,0,0,0,0,0,0,0,
612,100,100,95.97,86.39,100,97.08,74,89.90,88,100,100,99
613,100,76.14,93.29,92.88,76.35,100,100,92.40,99.97,100,100,90
614,100,93.11,89.72,90.59,82.23,87.29,52.89,0,0,100,10.67,
615,100,100,94,100,100,100,96.88,91.88,100,100,98.91,86
616,100,90.56,98.77,84.67,88.52,100,90.21,92.66,90,100,100,81
617,100,97.57,99.60,76.44,100,100,93.75,100,97,100,100,100
618,100,100,99.60,100,95.38,100,93.75,54.08,85.73,100,100,85
619,100,97.50,87.96,0,100,100,100,33.92,68.47,99,100,59
620,100,95.25,99.39,76.85,98.87,100,100,0,90,100,94.40,81
621,100,98.12,99.60,73.78,96.68,33.74,96.88,82.73,92,98,100,94
622,100,95.91,93.60,100,100,100,85.94,89.98,92,99,98.91,90
623,100,73.64,91.97,87.63,96.67,96.78,88.75,72.46,81.61,94,100,93
624,100,92.27,0,0,0,0,0,0,0,0,0,
625,100,100,97,98,100,99.33,90.62,100,97.38,100,100,99
626,100,98,96.37,96,100,99.40,98.75,98.20,96,100,100,89
627,0,100,90.71,94.89,92.38,92.70,96.88,70.44,98,100,60,75
628,100,97.17,98.31,82.46,97.04,97.98,100,92.14,69.10,100,100,97
629,100,100,90,100,96.67,87.46,96.88,89.90,99.97,100,100,98
630,100,87.81,98.31,98.89,87.65,100,84.45,11.50,94,99,100,83
631,100,85.56,95.24,83.70,88.13,99.40,77.77,84.84,92,100,97.20,91
632,100,90.25,96.60,93.93,100,87.46,92.29,77.24,83.97,100,91.20,87
633,100,100,91.62,100,100,100,95.83,98.14,68.09,100,97.20,93
634,100,87.16,97.70,82.44,85.08,86.69,92.71,0,78.39,100,67.11,79
635,100,91.50,78.61,98,81.22,100,86.88,70.38,87.97,99,100,59
636,100,100,89.88,97.22,100,100,100,99.44,99.97,100,98.91,91
637,100,94,98,100,100,97.08,89.58,90.76,90,100,100,94
638,100,97.75,98.77,100,100,100,92.50,92.02,97,100,0,95
639,100,99.25,98.77,92.81,76.67,92.44,100,58.23,91.97,99,97.20,96
640,100,91.16,79.39,92.67,83.14,97.63,92.81,91.88,77.58,100,0,59
641,100,90.56,93.55,98,100,99.40,81.70,84.30,64,99,0,80
642,100,95.25,100,53.75,100,94.06,97.92,84.96,88.19,89,97.20,91
643,100,100,94.16,100,100,100,96.88,96.43,100,100,98.91,97
644,100,97.60,98.31,100,100,94.06,100,93.48,69.49,100,100,96
645,100,77.57,98,91.67,100,94.46,96.88,97.90,72.67,100,100,80
646,100,89.11,19.10,86.39,40,74.82,82.50,30,38.16,100,98.91,59
647,100,92.74,96.07,64.61,96.67,100,100,99.70,98.84,100,100,95
648,100,95.25,93.55,90.56,100,96.78,100,82.76,98,98,0,81
649,100,97.50,98.25,100,99.33,100,84.90,94.12,84,100,100,87
650,71.67,100,98.77,78,98.86,90.58,90.21,91.20,74.52,100,97.20,95
651,100,87.28,97.60,80.78,100,93.45,90.62,88.88,98,93,97.20,92
652,100,92,94.39,93.33,100,99.03,92.50,91.88,88,100,100,94
653,90,94.42,86.11,97.22,100,99.40,100,0,89.34,100,100,59
654,97.50,89.91,88.75,85.81,86.39,88.05,86.84,76.38,77.88,91.40,80.81,83.76
